Product_ID,Category_ID,Product_name,Description,Price,Stock_quantity,F_coupon_id,Product_upload_date
33,8,霸王級2125鮮甜白蝦-3盒組(淨重500g_盒_11-13尾),"霸王級2125鮮甜白蝦-3盒組(淨重500g_盒_11-13尾)
霸王級2125鮮甜白蝦以淨重500克每盒，每盒約含11-13尾。這款白蝦的大小適中，適合用來燙、炸、炒或涼拌。白蝦的鮮美口感和豐富營養，使其成為家常飲食或節慶宴席的上佳選擇。",246,30,31,2021/5/8
34,8,冷凍熟白蝦6盒組(250公克_1盒),"冷凍熟白蝦6盒組(250公克_1盒)
冷凍熟白蝦6盒組提供方便快捷的烹飪選擇，每盒淨重250克。這款白蝦已經經過熟成和冷凍處理，只需簡單加熱即可食用。熟白蝦肉質鮮嫩，口感美味，適合用於各種中西式料理，讓您輕鬆享受美味海鮮。",450,35,31,2021/1/29
35,6,究好豬 軟骨丁,"究好豬 軟骨丁
究好豬軟骨丁是由優質豬肉製成的美味料理原料。每塊軟骨丁都擁有豐富的軟骨，增添口感層次，使料理更加豐富。這款產品適合用於湯品、燜煮、火鍋，或是烹飪各式亞洲料理。軟骨丁的獨特風味和彈牙口感，定能滿足您對美味的追求。",389,30,31,2021/7/11
36,6,究好豬 霜降肉,"究好豬 霜降肉
究好豬霜降肉是選用優質豬肉的高品質肉品。霜降肉部位脂肪分佈均勻，帶有適中的霜降脂肪，使得肉質更加鮮嫩多汁。這款霜降肉適合用來切片烹煮、涮火鍋或燒烤，味道豐富，肉質飽滿，是家常料理或節慶宴席的上佳選擇。",446,3,31,2023/3/28
37,6,豬小排丁,"豬小排丁
豬小排丁是由優質豬肉精心製成的小塊狀料理原料。每一塊小排丁都包含肉質和骨頭，帶有豐富的肉汁和風味。這款產品適合用於快炒、炸、燉煮，或是用於製作豐富的湯品。小排丁的適口大小，讓您在各種烹飪中輕鬆應用，創造出美味佳餚。",412,45,31,2021/1/3
38,6,豬五花條,"豬五花條
豬五花條是選用豬肉腹部的優質部位，肉與油花交錯分佈，質感豐富。這款五花條適合用於細切片的料理，例如燒烤、煎炸或涮火鍋。條狀的五花條肉質豐腴，脂肪入味，是冒著香氣的美味選擇。",283,16,31,2023/10/8
39,6,豬後腿絞肉,"豬後腿絞肉
豬後腿絞肉是選用豬後腿部位製成的細嫩絞肉。這種絞肉適合用來製作肉丸、餃子、鍋貼等各種料理。絞肉的肉質綿密，口感爽滑，搭配您喜愛的調味料，可以製作出多樣化的美味料理。豬後腿絞肉是家常烹飪不可或缺的食材之一。",297,42,31,2022/11/14
40,6,豬胛心肉丁,"豬胛心肉丁
這款豬胛心肉丁以高品質的豬肉製成，肉質鮮嫩多汁。脂肪分佈均勻，適合用來炒、燉或火鍋料理。豬胛心肉丁的肉質飽滿，口感豐富，是烹飪中不可或缺的美味食材。無論是燜煮還是快炒，都能帶來滿滿的風味。",84,4,31,2022/5/15
41,6,豬梅花火鍋肉片(六件組),"豬梅花火鍋肉片(六件組)
這組豬梅花火鍋肉片以優質豬肉製成，切片均勻，適合搭配火鍋使用。肉片紋理分明，質地豐富，入口嫩滑。搭配新鮮蔬菜和湯底，營造出美味豐盛的火鍋風味。這六件組的火鍋肉片，為您的餐桌增添豐富選擇。",334,36,31,2022/10/29
42,6,豬梅花肉片,"豬梅花肉片
豬梅花肉片是選用優質豬梅花肉製成的切片肉品。每片肉質飽滿，帶有適中的脂肪，經過適度的厚度處理，適合燒烤、涮火鍋或快炒。梅花肉的細膩口感和豐富風味，是多種烹飪風格的理想選擇。",109,12,31,2021/5/9
43,6,豬腰內肉,"豬腰內肉
豬腰內肉是一種優質的瘦肉部位，脂肪含量較低，肉質飽滿。這部位的肉片適合切片烹調，可以用來燒烤、炸或涮火鍋。腰內肉的獨特風味和嫩滑口感，讓您的料理更添美味。",268,32,31,2022/1/27
44,6,豬腱子肉,"豬腱子肉
豬腱子肉是一種適合悠閒燜煮或燒烤的部位，脂肪和肉質交錯分佈。經過適度處理後，腱子肉更加入味，搭配香料和醬汁，可以烹調出濃郁多汁的美味料理。這款豬腱子肉適合用來製作各種湯品或燜煮料理，為您帶來溫暖的滋味。
豬腱子肉
豬腱子肉是一種適合悠閒燜煮或燒烤的部位，脂肪和肉質交錯分佈。經過適度處理後，腱子肉更加入味，搭配香料和醬汁，可以烹調出濃郁多汁的美味料理。這款豬腱子肉適合用來製作各種湯品或燜煮料理，為您帶來溫暖的滋味。
豬腱子肉
豬腱子肉是一種適合悠閒燜煮或燒烤的部位，脂肪和肉質交錯分佈。經過適度處理後，腱子肉更加入味，搭配香料和醬汁，可以烹調出濃郁多汁的美味料理。這款豬腱子肉適合用來製作各種湯品或燜煮料理，為您帶來溫暖的滋味。",132,22,31,2022/3/31
45,6,豬龍骨,"豬龍骨
豬龍骨是一種具有濃郁骨髓風味的部位，適合用來燉煮、湯品或炖燉。龍骨中的膠原蛋白有助於湯汁的濃郁和口感的提升。這款豬龍骨肉質鮮嫩，是製作燉湯和滋補料理的上佳選擇。",27,11,31,2022/5/4
46,7,PRIME安格斯肋眼牛排6片(200g_片)免運組,"PRIME安格斯肋眼牛排6片(200g_片)免運組
PRIME安格斯肋眼牛排是由頂級的安格斯牛肉製成，每片約200克。肉質嫩滑、多汁，且脂肪和肉的分佈均勻。這組六片的肋眼牛排提供極致的享受，適合簡單燒烤或平鍋煎烤，讓您在家中品味頂級牛排的美味。",730,30,31,2021/10/19
47,7,天然草飼嫩肩牛排16片(100G+-10%_片)免運組,"
天然草飼嫩肩牛排16片(100G+-10%_片)免運組
這組天然草飼嫩肩牛排包含16片，每片約100克。選用優質的草飼牛肉，味道鮮美，肉質細嫩。適合簡單的鍋物、煎烤或涮火鍋，展現草飼牛肉天然風味，為您帶來頂級牛排的美味。",555,5,31,2023/7/7
48,7,安格斯PRIME頂級霜降沙朗牛排2片（400g+-10%_片）免運組,"安格斯PRIME頂級霜降沙朗牛排2片（400g±10%_片）免運組
這組安格斯PRIME霜降沙朗牛排帶給您極致的品味享受。每片厚切的沙朗牛排擁有頂級霜降，肉質鮮嫩多汁，帶有豐富的霜降脂肪，保持了牛肉最美味的滋味。經過精心處理和厚切，確保每一口都是極致的享受。免運組的設計更是貼心，為您的美味體驗添上方便。",318,31,31,2021/7/6
49,7,安格斯PRIME頂級霜降沙朗骰子5包(100G+-10%_包)免運組,"安格斯PRIME頂級霜降沙朗骰子5包(100g±10%_包)免運組
這款安格斯PRIME霜降沙朗骰子免運組，將帶給您五包精選的霜降牛排骰子，每包100克。精挑細選的牛排骰子保持了頂級霜降的風味，極致鮮嫩，適合多種料理應用，如涮火鍋、爐端燒烤，或用於炒鍋料理，絕對是美味與方便的完美組合。",977,19,31,2021/6/14
50,7,安格斯帶骨牛肋小排5包（500g+-10%_包）免運組,"安格斯帶骨牛肋小排5包（500g±10%_包）免運組
這組安格斯帶骨牛肋小排免運組，為您呈現極致的牛肋美味。每包500克的帶骨小排，保留了牛肉原汁原味，鮮嫩多汁，油花分佈均勻。經過嚴格挑選和處理，確保每一口都是美味的享受。免運組更是貼心，為您提供極致便利。",326,10,31,2022/10/18
51,7,安格斯雪花嫩肩牛排厚切8片(200g±10%_片)免運組,"
安格斯雪花嫩肩牛排厚切8片(200g±10%_片)免運組
這套安格斯雪花嫩肩牛排厚切免運組，是美味和厚實口感的絕佳組合。每片厚切的雪花嫩肩牛排都擁有頂級霜降，肉質鮮嫩多汁，是燒烤、鐵板燒或燉煮的理想選擇。組合特設免運，讓您輕鬆品味極致美味。",593,45,31,2023/11/7
52,7,老饕牛舌切片8包(100g_包)免運組,"老饕牛舌切片8包(100g_包)免運組
老饕牛舌切片免運組為您呈現極致的牛舌美味。每包100克的牛舌切片經過精心處理，肉質細嫩，口感爽滑，是涮火鍋、燒烤或冷盤的上佳選擇。免運組的特惠更是為您的美味體驗添上方便。",759,30,31,2023/9/30
53,7,厚切草原之心全天然肋眼牛排8片(200g+-10%_片),"厚切草原之心全天然肋眼牛排8片(200g+-10%_片)
這款厚切草原之心全天然肋眼牛排，每片200克，帶有肉質豐腴的特色。經過嚴格的挑選和處理，確保了牛排的質感和風味。厚切的設計使得牛排更適合各種料理方式，是燒烤、平鍋煎炸或燉煮的絕佳選擇。",725,45,31,2021/8/12
54,7,美式牛肉漢堡排10片(100g_片)免運組,"美式牛肉漢堡排10片(100g_片)免運組
這組美式牛肉漢堡排免運組為您帶來簡單又美味的用餐選擇。每片100克的漢堡排以優質牛肉製成，肉質鮮嫩，適合平底鍋、烤爐或是燒烤搭配麵包製作美味漢堡。免運組的優惠更是讓您輕鬆享受美味。",256,9,31,2022/9/10
55,7,美國安格斯PRIME頂級霜降翼板牛排3片(200g±10%_片) 免運組,"美國安格斯PRIME頂級霜降翼板牛排3片(200g±10%_片) 免運組
這組美國安格斯PRIME霜降翼板牛排免運組，每片200克，是極致肉質和風味的代表。精選霜降翼板部位，油花分佈均勻，經過高品質處理，肉質鮮嫩，口感豐富。免運組的設計更是為您的美味體驗添上便利。",400,13,31,2022/8/20
56,7,美國安格斯帶骨牛小排8包(200G_包_3~6片_單骨切)免運組,"美國安格斯帶骨牛小排8包(200G_包_36片_單骨切)免運組
這免運組的美國安格斯帶骨牛小排呈獻給您精緻的牛排饗宴。每包200克，包含36片的單骨切牛小排，保留了帶骨的原始風味，肉質豐腴，肉汁豐富。經過高品質處理，確保每片牛排都擁有極致的霜降和口感。免運組更是方便，為您的美味體驗添上便利。",872,13,31,2021/9/13
57,7,美國特選板腱牛肉片3包(200g±10%_包),"美國特選板腱牛肉片3包(200g±10%_包)
這特選板腱牛肉片免運組為您帶來美味和營養的組合。每包200克，經過嚴格挑選的板腱牛肉，厚切設計使得牛肉更適合涮火鍋、炒鍋或鐵板燒烤。保持肉質鮮嫩，風味豐富。免運組更是為您提供方便的選擇，輕鬆享受美味。",132,48,31,2022/11/13
58,7,美國穀飼精修上肩牛肋切段10包(200g+-10%_包) 免運組,"美國穀飼精修上肩牛肋切段10包(200g+-10%_包) 免運組
這穀飼精修上肩牛肋切段免運組為您奉上精緻的牛肉切段。每包200克，共有10包，方便料理和分配。高品質的上肩牛肋肉質豐腴，風味獨特。經過精修處理，確保每一片都是優質享受。免運組的特惠更是為您提供美味便利。",595,10,31,2022/2/21
59,7,美國凝脂厚切雪花牛肉片8包(200G+-10%_包),"
美國凝脂厚切雪花牛肉片8包(200G+-10%_包)
這組美國凝脂厚切雪花牛肉片帶來極致的牛排風味。每包200克，共有8包，肉質鮮嫩多汁，凝脂的特殊油花使得牛肉更加美味。精心厚切的設計使得牛排更適合各種料理方式。免運組更是為您的美味體驗添上方便。",338,22,31,2022/8/13
60,7,美國霜降翼板牛肉片6包(200G+-10%_包),"美國霜降翼板牛肉片6包(200G+-10%_包)
這組美國霜降翼板牛肉片呈現極致的風味和質感。每包200克，共有6包，霜降的翼板部位保持肉質鮮嫩，油花分佈均勻。高品質的牛肉適合涮火鍋、鐵板燒烤等多種料理方式。免運組的優惠更是為您提供方便。",809,2,31,2023/7/1
61,7,草飼牛腱心切塊6包（500g+-10%_包）免運組,"草飼牛腱心切塊6包（500g+-10%_包）免運組
這草飼牛腱心切塊免運組為您呈現肉質豐腴的牛肉享受。每包500克，共有6包，適合燉煮、烤箱烹調或火鍋、鐵板燒烤等多種料理方式。免運組的優惠更是為您提供方便。",154,38,31,2021/7/7
62,7,草飼牛嫩肩肉片9包 (200G_包+-10%)免運組,"草飼牛嫩肩肉片9包 (200G_包+-10%)免運組
這組草飼牛嫩肩肉片免運組為您帶來極致的草飼牛肉美味。每包200克，共有9包，肉質鮮嫩多汁，適合涮火鍋、平底鍋或燒烤。草飼牛的特有風味和質地，加上嫩肩部位的切片，使得這款牛肉片成為各種料理的理想選擇。免運組的特惠更是為您提供方便。",400,7,31,2023/2/28
63,7,草飼菲力厚牛排7包(200G+-10%_包)免運組,"草飼菲力厚牛排7包(200G+-10%_包)免運組
這免運組的草飼菲力厚牛排呈獻給您極致的牛排享受。每包200克，共有7包，菲力牛排肉質細嫩，油花分佈均勻，肉汁鮮美。經過高品質處理，確保每片牛排都保持最佳的質感。免運組的設計更是為您的美味體驗添上方便。",611,43,31,2022/10/12
64,5,鄉村土雞(二節翅),"鄉村土雞(二節翅)
這款鄉村土雞二節翅，是新鮮且營養豐富的雞肉選擇。每隻雞的二節翅經過新鮮宰殺，保持了雞肉的原汁原味，肉質鮮嫩。適合烤箱烹調、炸或涮火鍋，為您帶來美味的食感和風味。",88,8,31,2022/5/11
65,5,鄉村土雞(半雞切塊),"鄉村土雞(半雞切塊)
這款鄉村土雞半雞切塊，提供新鮮且多元的雞肉部位。經過新鮮宰殺，切塊設計更方便您的料理需求。肉質鮮嫩，適合搭配各種調味料或烹調方式，為您的餐桌增添美味。",20,8,31,2022/8/18
66,5,鄉村土雞（去骨雞腿）,"鄉村土雞（去骨雞腿）
這款去骨雞腿是鄉村土雞的精選部位之一，提供您無骨肉質的美味享受。經過新鮮宰殺，去骨設計更便於料理，適合煎炸、燉煮或烤箱烹調。無骨雞腿保留了雞肉的原始風味，是方便又美味的選擇。",64,4,31,2022/1/12
67,5,鄉村土雞(翅小腿),"鄉村土雞(翅小腿)
這款鄉村土雞翅小腿提供豐富的雞肉部位，新鮮宰殺的雞肉保留了原汁原味，適合燉煮、炸或涮火鍋。小腿部位肉質飽滿，肉汁豐富，為您的料理增添美味風味。",1015,26,31,2022/1/23
68,5,鄉村土雞(雞胸),"鄉村土雞(雞胸)
這款鄉村土雞雞胸部位肉質精緻，提供您低脂肪高蛋白的健康選擇。新鮮宰殺的雞肉，無骨的設計更方便料理。適合清蒸、烤箱烹調或搭配沙拉，為您的餐桌帶來輕盈又美味。
鄉村土雞(雞胸)
這款鄉村土雞雞胸部位肉質精緻，提供您低脂肪高蛋白的健康選擇。新鮮宰殺的雞肉，無骨的設計更方便料理。適合清蒸、烤箱烹調或搭配沙拉，為您的餐桌帶來輕盈又美味。
鄉村土雞(雞胸)
這款鄉村土雞雞胸部位肉質精緻，提供您低脂肪高蛋白的健康選擇。新鮮宰殺的雞肉，無骨的設計更方便料理。適合清蒸、烤箱烹調或搭配沙拉，為您的餐桌帶來輕盈又美味。",1013,44,31,2022/1/18
69,5,鄉村土雞(雞腿切塊),"
鄉村土雞(雞腿切塊)
這款鄉村土雞雞腿切塊提供豐富的雞肉部位，新鮮宰殺的雞肉保留了原汁原味，切塊的設計更方便您的料理需求。適合燉煮、炸或涮火鍋，為您的餐桌增添美味風味。",321,26,31,2021/3/9
70,5,鄉村土雞烏骨雞(半雞切塊),"鄉村土雞烏骨雞(半雞切塊)
這款鄉村土雞烏骨雞半雞切塊提供豐富的雞肉部位，新鮮宰殺的雞肉保留了原汁原味，切塊的設計更方便您的料理需求。適合燉煮、炸或涮火鍋，為您的餐桌增添美味風味。",102,4,31,2022/6/17
71,5,藻晨雞(三節翅),"藻晨雞(三節翅)
藻晨雞的三節翅是選用新鮮的藻晨雞肉製成，每隻雞的三節翅經過精心宰殺和處理，確保肉質鮮嫩，風味獨特。這款產品適合多種烹調方式，如炸、烤或涮火鍋，每一口都散發出藻晨雞的鮮美滋味。品嚐這份美味，帶來滿足感和愉悅享受。",871,33,31,2023/9/3
72,5,藻晨雞(半雞切塊),"藻晨雞(半雞切塊)
藻晨雞的半雞切塊為您提供豐富的雞肉部位，每片經過精細切割，保留了雞肉的原始風味。新鮮宰殺的雞肉，適合燉煮、烤箱烹調或火鍋，讓您輕鬆享受美味的藻晨雞肉。",904,14,31,2021/5/22
73,5,藻晨雞(去骨雞腿),"藻晨雞(去骨雞腿)
這款藻晨雞去骨雞腿提供了無骨肉質的極致享受。每片雞腿經過去骨處理，肉質鮮嫩多汁，適合烤箱烹調、炸或搭配醬料烹煮。去骨雞腿方便料理，是滿足您口腹之欲的理想選擇。",172,5,31,2021/7/3
74,5,藻晨雞(雞胸),"藻晨雞(雞胸)
藻晨雞的雞胸部位提供您低脂肪高蛋白的健康選擇。每片雞胸經過嚴格挑選和處理，保留了肉質的精緻口感。適合清蒸、烤箱烹調或搭配沙拉，為您的餐桌增添輕盈又美味。",13,39,31,2021/9/24
75,5,藻晨雞(雞腿切塊),"藻晨雞(雞腿切塊)
藻晨雞的雞腿切塊提供了豐富的雞肉部位，每片經過精心切割，方便料理且適合各種烹調方式。雞腿切塊保留了藻晨雞的鮮美風味，是燉煮、炸或涮火鍋的絕佳選擇。",47,36,31,2021/11/3
